freq;N2;tx_site;N4;N5;programme;country;N6;N7;N8;N9;closed;N10;N11;N12;N13;station;N14;N15;N16
1287.000;c;Makkah;mkh;ar;;ARS;;;5.000;;;;39e41/21n22;;;ex BSKSA Al-Quran al-Karim, moved t;;;
1305.000;c;Taif;mkh;ar;;ARS;;;1.000;;;;40e15/21n15;;;ex SBA Radio Jeddah;;;
1404.000;c;unknown;;ar;;ARS;;;;;;;;;;ex SBA Radio Jeddah, observed 03/20;;;
1422.000;;Ar-Riyad;riy;ar;SBA Idha'at ul-Nedaa al-Islam;ARS;;;20.000;;;;46e52/24n49;;;Call of Islam;;;
1440.000;i;Ras al-Khair (Ras al-Zawr);shy;ar;SBA Radio Riyadh;ARS;;;1600.000;D;;;49e18/27n28;;;General program;;;
1449.000;;Jeddah/Bahrah;mkh;ar;SBA Radio Riyadh;ARS;;;200.000;;;;39e26/21n23;;;General program;;;
1467.000;;Hafar al-Batin;shy;ar;SBA Radio Riyadh;ARS;;;50.000;;;;46e04/28n27;;;General program, //1440, 9555 kHz;;;
1485.000;c;Jeddah/Al-Nuzlah;mkh;;;ARS;;;1.000;;;;39e12/21n28;;;ex SBA Radio Saudi Int.;;;
1512.000;;Jeddah/Sumaymah;mkh;ar;SBA Al-Quran al-Karim;ARS;;;1000.000;D;;;39e09/21n15;;;Quran programme;;;
1521.000;;Duba;tbk;ar;SBA Radio Riyadh;ARS;;;2000.000;D;;;35e35/27n27;;;General programme;;;
1593.000;c;unknown;;ar;;ARS;;;;;;;;;;ex SBA Radio Riyadh, maybe a tx mix;;;
1636.400;;Jeddah;mkh;;HZH Jeddah Radio;ARS;;u;;;;;39e09/21n21;;;;;;
1726.000;;Jeddah;mkh;;HZH Jeddah Radio;ARS;;u;;;;;39e09/21n21;;;;;;
1856.000;;Jeddah;mkh;;HZH Jeddah Radio;ARS;;u;;;;;39e09/21n21;;;;;;
2170.500;;Jeddah;mkh;;HZH Jeddah Radio;ARS;;4;;;;;39e09/21n21;;;;;;
2174.500;;Jeddah;mkh;;HZH Jeddah Radio;ARS;;4;;;;;39e09/21n21;;;;;;
2187.500;c;Jeddah;mkh;;4030000;ARS;;b;;;;;39e12/21n24;;;;;;
2608.300;;Jeddah;mkh;;HZH Jeddah Radio;ARS;;4;;;;;39e09/21n21;;;;;;
4207.500;;Jeddah;mkh;;Jeddah Radio;ARS;;2;;;;;39e12/21n24;;;2007 1L MMSI 4030000;;;
4207.500;;Jeddah;mkh;;4030000;ARS;;b;;;;;39e12/21n24;;;;;;
4790.000;c;Jeddah;mkh;;;ARS;;;;;;;39e10/21n32;;;ex BSKSA;;;
5646.000;;Jeddah Radio;;;JEDDAH;ARS;;b;;;;;;;;SSB;;;
12577.000;c;Jeddah;mkh;;4030000;ARS;;b;;;;;39e12/21n24;;;;;;
24931.000;;Djeddah;mkh;;7Z1CQ;ARS;;b;0.005;;;;39e12/21n33;;;2012 3L;;;
28201.000;c;Jeddah;mkh;;7Z1CQ;ARS;;b;0.010;;;;39e12/21n33;;;A1 24;;;
28210.500;;Abha;asr;;HZ1DG;ARS;;b;0.010;;;;42e47/18n16;;;2012 1L;;;
28212.000;c;Dammam;shy;;7Z1AL;ARS;;b;0.010;;;;50e07/26n26;;;Vertical A1 24;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
212.000;c;Goetsenhoven;;;TN;BEL;0;b;;;;;;;;INACTIVE;;;
254.000;c;Bruno;;;BUN;BEL;0;b;;;;;;;;INACTIVE;;;
283.500;c;Bussy;;;BUS;BEL;0;b;;;;;;;;INACTIVE;;;
285.000;c;Nieuwpoort;;;NP;BEL;0;b;;;;;;;;INACTIVE;;;
289.000;c;Zeebrugge;;;ZB;BEL;0;b;;;;;;;;INACTIVE;;;
290.000;;Liege / Bierset;wal;;ONL;BEL;;b;0.015;;;;05e33/50n41;;;400Hz ID+6 gap;;;
293.000;;Brussels National;bru;;OB;BEL;0;b;;;;;04e37/50n56;;;398Hz ID+7 gap;;;
296.500;c;Zeebrugge Mole LT;;;ZB;BEL;0;b;;;;;;;;INACTIVE;;;
305.700;c;Oostende Rear LH;;;OE;BEL;0;b;;;;;;;;INACTIVE;;;
305.700;c;West Hinder LV;;;WH;BEL;0;b;;;;;;;;INACTIVE;;;
309.000;c;Antwerpen / Deurne;vlg;;WW;BEL;0;b;0.015;;;;04e27/51n11;;;1018Hz INACTIVE;;;
312.000;;Oostende;;;DGPS#420;BEL;0;b;;;;;02e57/51n14;;;"DGPS; Ref ID: 640/641; 200 bps";;;
312.000;c;Oostende;vlg;;OE;BEL;0;b;;;;;02e52/51n11;;;INACTIVE;;;
314.000;;Brussels National;bru;;OZ;BEL;0;b;;;;;04e27/50n49;;;401Hz DAID;;;
323.000;;Charleroi / Gosselies;wal;;ONC;BEL;0;b;0.025;;;;04e32/50n29;;;397Hz ID+6 gap;;;
325.500;c;Coxyde;;;KOK;BEL;0;b;;;;;;;;INACTIVE;;;
336.500;c;Nicky;;;NIK;BEL;0;b;;;;;;;;INACTIVE;;;
340.300;c;Brussels National / Bruno;;;BUN;BEL;0;b;;;;;;;;INACTIVE;;;
341.500;c;Brussels National / Bruno;;;BUN;BEL;0;b;;;;;;;;INACTIVE;;;
348.500;c;Liäge/Bierset;wal;;LG;BEL;0;b;0.015;;;;05e28/50n39;;;1020Hz INACTIVE;;;
352.500;;Oostende;vlg;;DD;BEL;0;b;0.1;;;;02e52/51n11;;;402Hz ID+8 gap SENDING 'TEST' -/+ 400 Hz OFFSETS;;;
355.000;;Antwerpen / Deurne;vlg;;ONW;BEL;0;b;;;;;04e32/51n11;;;401Hz;;;
360.000;c;Waver-Overijse;wal;;GAA;BEL;0;b;;;;;04e35/50n45;;;INACTIVE;;;
360.500;;Mackel for Brussels Ntl;bru;;MAK;BEL;0;b;;;;;03e27/50n59;;;400Hz ID+7 gap;;;
365.500;c;Brasschaat;vlg;;BC;BEL;0;b;0.015;;;;04e27/51n21;;;1020Hz INACTIVE;;;
371.000;c;Kortijk / Wevelgem;vlg;;OKT;BEL;0;b;0.015;;;;03e12/50n49;;;1020Hz INACTIVE;;;
375.000;;Oostende;vlg;;OO;BEL;0;b;;;;;02e52/51n11;;;400Hz ID+7 gap;;;
381.000;;Beauvechain;;;HTB;BEL;0;b;;;;;;;;401Hz;;;
386.500;;Spa / La Sauveniere;wal;;SLV;BEL;0;b;0.015;;;;05e52/50n29;;;401Hz;;;
389.000;c;Charleroi / Gosselies;;;CC;BEL;0;b;;;;;;;;INACTIVE;;;
393.000;c;Denderhouten for Brussels National;;;DEN;BEL;0;b;;;;;;;;INACTIVE;;;
399.500;;Oostende;vlg;;ONO;BEL;0;b;0.025;;;;02e57/51n14;;;401Hz ID+6 gap;;;
402.000;;Brussels National;bru;;OP;BEL;0;b;;;;;04e22/50n34;;;401Hz ID+7 gap 400 HZ OFFSETS SINCE 9 MAR 2008;;;
431.000;c;Kleine Brogel/Bocholt;vlg;;ONT;BEL;0;b;0.015;;;;05e33/51n13;;;1022Hz ID+15 tone INACTIVE;;;
448.000;c;Neerpelt;;;ONT;BEL;0;b;;;;;;;;INACTIVE;;;
474.700;;Baal;;;ON5TA;BEL;0;b;;;;;04e42/50n59;;;2013 8L;;;
475.700;;Turkeye;zee;;ON5VW;BEL;0;b;;;;;03e32/51n19;;;2013 4L;;;
475.700;;Montigny-le-Tilleul;;;ON7ZO;BEL;0;b;;;;;;;;;;;
475.700;;;;;ON4KDV;BEL;0;b;;;;;;;;;;;
475.700;;;;;ON4KTJ;BEL;0;b;;;;;;;;;;;
490.000;;Middelkerke/TG1;vlg;;OST Oostende Radio;BEL;;r;1;;;;02e48/51n11;;;NAVTEX Area 1 ID B;;;
490.000;c;Ostend;;;$01B;BEL;0;b;;;;;02e47/51n11;;;BCST @ 0010, 0410, 0810, 1210, 1610, 2010 UTC. Callsign: OST. Operational Range: 102km (55nm).[2021-01] Data validated & upd;;;
500.000;;;;;ON4KTJ;BEL;0;b;;;;;;;;EXPERIMENTAL RADIO SERVICE;;;
510.000;c;St Truiden;;;ST;BEL;0;b;;;;;;;;INACTIVE;;;
518.000;;Middelkerke/TG1;vlg;;OST Oostende Radio;BEL;;r;1;;;;02e48/51n11;;;NAVTEX Area 1 ID M;;;
518.000;;Middelkerke/TG1;vlg;;OST Oostende Radio;BEL;;r;1;;;;02e48/51n11;;;NAVTEX Area 1 ID T;;;
518.000;c;Ostend for Thames app;;;$01M;BEL;0;b;;;;;02e47/51n11;;;"BCST @ 0200, 0600, 1000, 1400, 1800, 2200 UTC; Callsign OSTMoved to V slot the 2 April 2012";;;
540.000;c;Waver-Overijse;wal;;;BEL;;;150;;;;04e35/50n45;;;ex VRT Radio 2;;;
621.000;c;Wavre;wal;;;BEL;;;300;;31.12.18;;04e35/50n45;;;ex RTBF International, closed 31Dec2018 at 1948 UTC, mostly relaying RTBF La Premiäre/RTBF VivacitÇ;;;
927.000;c;Wolvertem;vlg;;;BEL;;;300;;31.12.11;;04e18/50n59;;;ex Radio Vlaanderen Info, closed 31Dec2011;;;
1125.000;c;Houdeng;wal;;;BEL;;;20;;31.12.18;;04e08/50n29;;;ex RTBF VivacitÇ, closed 31Dec2018 at 1903 UTC;;;
1188.000;c;Kuurne;vlg;;;BEL;;;5;;30.04.18;;03e16/50n52;;;ex VRT Radio 2, closed Apr2009, France Bleu Nord;;;
1233.000;c;Liäge/Rocourt;wal;;;BEL;;;5;;;;05e34/50n40;;;ex RTBF Pure FM;;;
1305.000;c;Marche-en-Famenne;wal;;;BEL;;;10;;;;05e17/50n12;;;ex RTBF Pure FM;;;
1350.000;;;;;Paradise FM;BEL;;;;;;;;;;;;;
1512.000;c;Wolvertem;vlg;;;BEL;;;300;;;;04e18/50n59;;;ex RVI/DW/RNW;;;
2170.500;;Middelkerke;vlg;;OST Oostende Radio;BEL;;u;;;;;02e48/51n11;;;OST/OSU;;;
2177.000;;Oostende Radio;;;2050480;BEL;;b;1;;;;03e07/51n11;;;2014 16L;;;
2177.000;;Middelkerke;vlg;;OST Oostende Radio;BEL;;2;;;;;02e48/51n11;;;OST/OSU;;;
2182.000;;Middelkerke/TG1;vlg;;OST;BEL;0;b;;;;;02e48/51n11;;;SSB;;;
2187.500;;Middelkerke;vlg;;OST Oostende Radio;BEL;;2;1;;;;02e48/51n11;;;2014 698L MMSI 2050480 MMSI 2050480;;;
2187.500;;Oostende Radio;;;2050480;BEL;0;b;1;;;;03e07/51n11;;;;;;
2187.500;;MRCC Oostende;;;2059981;BEL;0;b;;;;;;;;;;;
2187.500;;Middelkerke;vlg;;MRCC Oostende;BEL;;2;;;;;02e48/51n11;;;2014 127L MMSI 2059981;;;
2256.000;;Middelkerke;vlg;;OST Oostende Radio;BEL;;u;;;;;02e48/51n11;;;OST/OSU;;;
2376.000;;Middelkerke;vlg;;OST Oostende Radio;BEL;;u;;;;;02e48/51n11;;;OST/OSU;;;
2484.000;;Middelkerke;vlg;;OST Oostende Radio;BEL;;u;;;;;02e48/51n11;;;OST/OSU;;;
2761.000;;Middelkerke;vlg;;OSU Oostende Radio;BEL;;u;1;;;;02e48/51n11;;;OST/OSU;;;
2761.000;;Middelkerke/TG1;vlg;;OST;BEL;0;b;;;;;02e48/51n11;;;SSB coastal station;;;
3522.500;;Southern Belgium;;;ON4UBA;BEL;0;b;;;;;;;;;;;
3578.500;;STARCom ARC, Oostende;;;ON4HTI;BEL;0;b;;;;;02e52/51n14;;;2014 5L;;;
3985.000;;Kall/Auf der Heide;nrw;de;Radio 700;BEL;;;4;;;610;06e31/50n29;;;ex 3955, 3995 kHz;;;
4218.000;;Middelkerke/TG1;vlg;;OST;BEL;0;b;;;;;02e48/51n11;;;CW+ARQ;;;
6005.000;;Kall/Auf der Heide;nrw;de;Radio 700;BEL;;;4;;;610;06e31/50n29;;;;;;
6085.000;i;Kall/Auf der Heide;nrw;;Radio 700;BEL;;;4;;;610;06e31/50n29;;;;;;
6312.000;;MRCC Oostende;;;2059981;BEL;0;b;;;;;;;;;;;
6312.000;;Middelkerke;vlg;;OST Oostende Radio;BEL;;2;;;;;02e48/51n11;;;2014 1L MMSI 2059981;;;
7012.500;;Southern Belgium;;;ON4UBA;BEL;0;b;;;;;;;;;;;
7310.000;;Kall/Auf der Heide;nrw;;Radio 700;BEL;;;4;;;610;06e31/50n29;;;;;;
8414.500;;Middelkerke;vlg;;OST Oostende Radio;BEL;;2;;;;;02e48/51n11;;;2014 2L MMSI 2059981;;;
8414.500;;Middelkerke/TG1;vlg;;2059981;BEL;0;b;;;;;02e48/51n11;;;;;;
8435.500;c;Middelkerke/TG1;vlg;;OST40;BEL;0;b;;;;;02e48/51n11;;;CW+ARQ;;;
9970.000;c;Wavre;wal;;;BEL;;;100;;;;04e35/50n45;;;ex RTBF La Premiäre;;;
10138.700;;ANZEGEM;;;ON7SD;BEL;0;b;;;;;;;;;;;
14097.200;;;;;ON7AN;BEL;0;b;;;;;;;;;;;
28207.000;;Leval-Trahegnies;;;ON7RY;BEL;0;b;0.005;;;;04e12/50n26;;;2014 23L;;;
258.000;c;Radovets;;;RAD;BUL;;b;;;;;;;;INACTIVE;;;
261.000;c;Vakarel;sof;;;BUL;;;75.000;;31.12.14;;23e42/42n35;;;+ 31Dec2014, ex BNR Horizont/Parlament Radio;;;
277.000;c;Golyama;;;GOL;BUL;;b;;;;;;;;1020Hz INACTIVE;;;
284.000;;Gorna Oryahovitsa;vlt;;GNA;BUL;;b;;;;;25e37/43n10;;;1020Hz ID+5 gap *** SENDING TST (NOV 2020) *** NEW ID from 07/2017 - WAS 'GRN';;;
291.500;c;Emona Lighthouse;bur;;EI;BUL;;b;;;;;27e54/42n42;;;INACTIVE;;;
291.500;c;Maslen Nos;bur;;MN;BUL;;b;0.000;;;;27e52/42n19;;;INACTIVE;;;
291.500;c;Nos Kaliakra;dob;;KL;BUL;;b;0.000;;;;28e32/43n21;;;INACTIVE;;;
297.000;;Pazardjik / Malak Chardak;;;BD;BUL;;b;;;;;;;;1018Hz ID+2gap Fast keying;;;
300.000;;Kavarna;;;DGPS#540;BUL;;b;;;;;28e22/43n24;;;"DGPS; Ref ID: 900/901; 200bps";;;
305.000;c;Chouchouligovo;;;CCO;BUL;;b;;;;;;;;INACTIVE;;;
305.000;c;Gorna Oryahovitsa;vlt;;GOR;BUL;;b;;;;;25e49/43n08;;;1023Hz ID+3 gap INACTIVE - WAS GO - MISKEYING DD/GG;;;
312.000;;Bozhurishte;sof;;BOZ;BUL;;b;;;;;23e12/42n46;;;1034Hz ID+1 tone;;;
321.000;;Burgas;bur;;BU;BUL;;b;;;;;27e27/42n31;;;1028Hz ID+6 gap 400 / 1020 Hz OFFSETS;;;
335.000;c;Burgas;bur;;B;BUL;;b;;;;;27e27/42n34;;;U979 ID+3 gap INACTIVE;;;
335.000;c;Gorna Oryahovitsa;vlt;;GN;BUL;;b;;;;;25e41/43n09;;;1034Hz ID+6 gap + tone INACTIVE - WAS G;;;
335.000;c;Sofia;sof;;S;BUL;;b;;;;;23e27/42n41;;;U1020 INACTIVE;;;
335.000;c;Varna;vrn;;W;BUL;;b;;;;;27e47/43n14;;;1026Hz ID+4 gap INACTIVE;;;
342.500;c;Bailovo;;;BLO;BUL;;b;;;;;;;;INACTIVE;;;
350.000;;Devnya For Varna;vrn;;DWN;BUL;;b;;;;;27e37/43n14;;;1039Hz ID+5 gap;;;
350.000;c;Sofia;sof;;SOF;BUL;;b;;;;;23e27/42n41;;;1023Hz INACTIVE;;;
356.000;c;Burgas;bur;;BGS;BUL;;b;;;;;27e37/42n39;;;1021Hz ID+6.5 gap INACTIVE;;;
375.000;c;Varna;vrn;;R;BUL;;b;;;;;27e52/43n16;;;U1020 ID+3.5 gap INACTIVE;;;
397.000;c;Varna;vrn;;WN;BUL;;b;;;;;27e42/43n14;;;1033Hz ID+4 gap INACTIVE;;;
399.000;;Burgas;bur;;KMN;BUL;;b;;;;;27e37/42n39;;;1022Hz;;;
415.000;c;Russe;rus;;RUS;BUL;;b;;;;;25e57/43n39;;;1020Hz ID+8 gap INACTIVE;;;
436.000;;Burgas;bur;;LZL Burgas Radio;BUL;;c;;;;;27e28/42n30;;;LZL;;;
440.000;c;Targovishte;;;TRG;BUL;;b;;;;;;;;U1020 ID+1 gap INACTIVE;;;
450.000;;Plovdiv;pld;;PDV;BUL;;b;;;;;24e52/42n01;;;1035Hz ID+4 gap;;;
465.000;c;Burgas;bur;;U;BUL;;b;;;;;27e32/42n36;;;1033Hz ID+2 gap INACTIVE;;;
490.000;;Vakarel;sof;;WAK;BUL;;b;;;;;23e42/42n34;;;1035Hz ID+5 gap;;;
518.000;;Varna/Bolyartsi;vrn;;LZW Varna Radio;BUL;;r;;;;;27e47/43n04;;;NAVTEX Area 3 ID J;;;
526.000;c;Gorna Oryahovitsa;vlt;;OR;BUL;;b;;;;;25e44/43n09;;;1003Hz ID+5 gap INACTIVE - WAS O;;;
526.000;c;Varna;vrn;;WR;BUL;;b;;;;;27e52/43n14;;;1020Hz ID+8 gap INACTIVE;;;
529.000;c;Sofia;sof;;SF;BUL;;b;;;;;23e17/42n41;;;INACTIVE;;;
537.000;c;Russe;rus;;R;BUL;;b;0.100;;;;25e57/43n39;;;INACTIVE;;;
537.000;;Plovdiv;pld;;PD;BUL;;b;;;;;24e52/42n04;;;1034Hz ID+7 gap WAS P-537;;;
576.000;;Vidin/Gramada (RPS2);vdn;bg;BNR Horizont;BUL;;;250.000;D;;;22e43/43n50;259;;Thomson S7HP tx, ex also Parliament+Turkish px, ex 200kW, 400kW, ex BNR Hristo Botev;;;
594.000;c;Pleven/Grivitza-Zgalevo;plv;;;BUL;;;250.000;;;;24e45/43n24;250;;ex BNR Horizont;;;
648.000;c;Plovdiv/Stamboliyski;pld;;;BUL;;;40.000;;;;24e32/42n08;89;;ex BNR Radio Plovdiv;;;
702.000;c;Kresna (Pirin);blg;;;BUL;;;20.000;;;;23e05/41n44;;;ex BNR Hristo Botev;;;
747.000;c;Petrich/Novo Konomladi;blg;;;BUL;;;300.000;N;13.02.12;;23e20/41n28;205;;ex Radio Bulgaria, closed 13Feb2012;;;
747.000;c;Salmanovo;shm;;;BUL;;;10.000;;31.12.14;;26e58/43n09;;;ex BNR Horizont/Radio Bulgaria (Turkish Minority), +31Dec2014;;;
774.000;c;Varna/Galata (RPS1);vrn;;;BUL;;;75.000;D;01.04.13;;27e53/43n09;88;;ex BNR Radio Varna, closed 01Apr2013;;;
828.000;c;Shumen/Ilia Blaskovo (Dibich;shm;;;BUL;;;500.000;;;;27e02/43n13;205;;ex BNR Hristo Botev;;;
828.000;c;Stolnik (Sofia);sof;;;BUL;;;50.000;;;;23e36/42n42;;;ex BNR Hristo Botev;;;
864.000;c;Blagoevgrad/Belo Pole;blg;;;BUL;;;75.000;;01.08.14;;23e03/42n03;112;;ex BNR Radio Blagoevgrad, closed 01Aug2014;;;
864.000;c;Samuil;rgd;;;BUL;;;10.000;;31.12.14;;26e44/43n32;;;ex BNR Horizont/Radio Bulgaria (Turkish Minority), + 31Dec2014;;;
873.000;c;Stara Zagora/Mogila (RPS2);stz;;;BUL;;;60.000;;;;25e42/42n24;88;;ex BNR Hristo Botev/Radio Stara Zagora;;;
963.000;c;Shumen/Tsarev Brod;shm;;;BUL;;;75.000;;30.09.21;;27e02/43n21;141;;ex BNR Horizont/Radio Shumen, closed 30Sep2012;;;
963.000;c;Kardzhali/Gledka;kzl;;;BUL;;;50.000;;31.12.14;;25e22/41n36;;;ex BNR Horizont/Radio Bulgaria (Turkish Minority), ex 1017 (2006), +31Dec2014;;;
963.000;c;Dragoman;sof;;;BUL;;;40.000;;01.04.13;;22e56/42n54;112;;ex BNR Horizont, switched off Apr2013;;;
963.000;c;Kresna (Pirin);blg;;;BUL;;;40.000;;;;23e05/41n44;;;ex BNR Horizont;;;
963.000;c;Malko Tarnovo;bur;;;BUL;;;5.000;;;;27e32/42n00;;;ex BNR Horizont;;;
1143.000;c;Varna/Frang. Plato;vrn;;;BUL;;;40.000;;;;27e53/43n09;60;;ex BNR Horizont;;;
1161.000;c;Stara Zagora/Mogila (RPS1);stz;;;BUL;;;500.000;;;;25e42/42n24;216;;ex BNR Horizont;;;
1161.000;c;Dulovo/Vodno;sil;;;BUL;;;10.000;;31.12.14;;27e09/43n52;;;ex BNR Horizont/Radio Bulgaria (Turkish Minority), +31Dec2014;;;
1161.000;c;Targovishte;tgv;;;BUL;;;10.000;;31.12.14;;26e31/43n15;;;ex BNR Horizont/Radio Bulgaria (Turkish Minority), +31Dec2014;;;
1224.000;c;Vidin/Gramada (RPS1);vdn;;;BUL;;;300.000;D;31.05.12;;22e43/43n50;133;;ex BNR Horizont/Radio Bulgaria, closed 31May2012;;;
1296.000;c;Kardzhali;kzl;;;BUL;;;75.000;;;;25e22/41n36;60;;ex BNR Hristo Botev;;;
1296.000;c;Pleven/Grivitsa;plv;;;BUL;;;40.000;;;;24e45/43n24;88;;ex BNR Hristo Botev;;;
1485.000;c;Suvorovo/Levski;vrn;;;BUL;;;10.000;;;;27e39/43n19;;;ex BNR Horizont;;;
1485.000;c;Haskovo/Voyvodovo;hsk;;;BUL;;;3.000;;;200;25e33/41n53;110;;ex BNR Hristo Botev;;;
1584.000;c;Dobrich;dob;;;BUL;;;10.000;;;;27e49/43n33;112;;ex BNR Horizont;;;
1662.000;;Burgas;bur;;LZL Burgas Radio;BUL;;u;;;;;27e28/42n30;;;LZL;;;
1665.000;;Varna/Bolyartsi;vrn;;LZW Varna Radio;BUL;;u;;;;;27e47/43n04;;;;;;
2177.000;;Varna Radio;;;2070810;BUL;;b;;;;;27e47/43n04;;;2013 7L MMSI 2070810;;;
2187.500;;Tsonevo;;;Varna Radio;BUL;;2;;;;;27e47/43n04;;;2014 386L MMSI 2070810;;;
2187.500;;Varna/Bolyartsi;vrn;;2070810;BUL;;b;;;;;27e47/43n04;;;;;;
2750.000;;Burgas;bur;;LZL Burgas Radio;BUL;;u;;;;;27e28/42n30;;;LZL;;;
3740.000;;Varna/Bolyartsi;vrn;;LZW Varna Radio;BUL;;u;;;;;27e47/43n04;;;;;;
3764.000;;Burgas;bur;;LZL Burgas Radio;BUL;;u;;;;;27e28/42n30;;;LZL;;;
4207.500;;Tsonevo;;;Varna Radio;BUL;;2;;;;;27e47/43n04;;;2014 4L MMSI 2070810;;;
4207.500;;Varna/Bolyartsi;vrn;;2070810;BUL;;b;;;;;27e47/43n04;;;;;;
4209.500;;Varna/Bolyartsi;vrn;;$03J;BUL;;b;;;;;27e47/43n04;;;Callsign: LZW. [2021-01] Added as new station on this frequency following report by Bruce McCreath, VE3EAR;;;
6312.000;;Varna/Bolyartsi;vrn;;2070810;BUL;;b;;;;;27e47/43n04;;;;;;
7600.000;c;Varna/Bolyartsi;vrn;;;BUL;;;100.000;;;;27e47/43n04;;;ex BNR Radio Varna;;;
8414.500;;Burgas;bur;;2070811;BUL;;b;;;;;27e28/42n30;;;;;;
8414.500;;Panchevo;;;Burgas Radio;BUL;;2;;;;;27e27/42n29;;;2013 1L MMSI 2070811;;;
8414.500;;Varna/Bolyartsi;vrn;;2070810;BUL;;b;;;;;27e47/43n04;;;;;;
8812.000;u;Varna/Bolyartsi;vrn;;LZW Varna Radio;BUL;;u;;;;;27e47/43n04;;;;;;
12577.000;;Burgas;bur;;2070811;BUL;;b;;;;;27e28/42n30;;;;;;
12577.000;;Burgas Radio;;;Burgas Radio;BUL;;2;;;;;27e27/42n29;;;2013 2L MMSI 2070811;;;
12577.000;;Varna/Bolyartsi;vrn;;2070810;BUL;;b;;;;;27e47/43n04;;;;;;
16804.500;;Burgas;bur;;2070811;BUL;;b;;;;;27e28/42n30;;;;;;
16804.500;;Burgas Radio;;;Burgas Radio;BUL;;2;;;;;27e27/42n29;;;2013 1L MMSI 2070811;;;
16804.500;;Varna/Bolyartsi;vrn;;2070810;BUL;;b;;;;;27e47/43n04;;;;;;
28321.600;;Pernik;;;LZ1FH;BUL;;b;;;;;;;;Pernik BUL;;;
;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;
328.000;;Pafos;kyp;;PHA;CYP;;b;;;;;32e27/34n44;;;403Hz ID+7 gap;;;
343.000;;Dhekelia;kyp;;DKA;CYP;;b;;;;;33e42/34n59;;;405Hz ID+7 gap;;;
363.000;c;Akrotiri;;;AK;CYP;;b;;;;;33e02/34n36;;;INACTIVE;;;
365.000;;Akrotiri;;;AK;CYP;;b;;;;;33e02/34n36;;;402Hz ID+8 gap;;;
432.000;;Larnaca;kyp;;LCA;CYP;;b;;;;;33e32/34n49;;;399Hz ID+6 gap;;;
435.000;;Gecitkale / Gazimagosa Inter;kib;;GKE;CYP;;b;;;;;33e42/35n14;;;1018Hz ID+7 gap;;;
490.000;c;Kibris Turk Radio;;;$03X;CYP;;b;;;;;;;;;;;
518.000;c;Kibris Turk Radio;;;$03X;CYP;;b;;;;;;;;;;;
518.000;;Nicosia;kyp;;5BA Cyprus Radio;CYP;;r;;;;;33e17/35n03;;;NAVTEX Area 3 ID M;;;
558.000;c;Paphos=Pafos;kyp;el;;CYP;;;10.000;;;;32e33/34n44;110;;ex CyBC-RIK Proto Prog.;;;
603.000;i;Nicosia;kyp;el;CyBC-RIK Trito Programa;CYP;;;10.000;;;;33e18/35n03;190;;;;;
639.000;c;Limassol/Lady's Mile;kyp;ar;;CYP;;;250.000;D;27.01.23;;33e00/34n37;;;ex BBC Arabic Service, closed 27 Jan 2023;;;
693.000;c;Lemesos=Limassol;kyp;;;CYP;;;10.000;;;;32e56/34n42;75;;ex CyBC-RIK Proto Prog.;;;
720.000;c;Limassol/Lady's Mile;kyp;ar;;CYP;;;250.000;D;27.01.23;;33e00/34n37;;;ex BBC Arabic Service, closed 27 Jan 2023;;;
918.000;c;Paphos=Pafos;kyp;;;CYP;;;10.000;;;;32e33/34n44;110;;ex CyBC-RIK Trito Prog.;;;
963.000;;Nicosia;kyp;el;CyBC-RIK Proto Programa;CYP;;;100.000;;;;33e18/35n03;190;;possibly on lower power;;;
990.000;c;Cape Greco;kyp;;;CYP;;;600.000;D;;;34e05/34n58;;;ex Radio Sawa, closed 01Jul2019;;;
1044.000;c;Lemesos=Limassol;kyp;;;CYP;;;10.000;;;;32e56/34n42;75;;ex CyBC-RIK Trito Prog.;;;
1098.000;c;Yeni Iskele;kib;;;CYP;;;100.000;;;;33e55/35n18;;;ex Bayrak Radyosu;;;
1233.000;c;Cape Greco;kyp;;;CYP;;;600.000;D;;;34e05/34n57;;;ex Monte Carlo Doualiya/TWR, +31Dec2019;;;
1323.000;c;Zygi (Limassol);kyp;;;CYP;;;200.000;D;31.03.13;;33e20/34n43;;;ex BBC WS, +25Apr2015, was closed 31Mar2013 and reactivated 07Jun2013;;;
2177.000;;Nicosia;kyp;;2091000;CYP;;b;;;;;33e17/35n03;;;;;;
2187.500;;Cyprus Radio;;;Cyprus Radio;CYP;;2;5.000;;;;33e17/35n04;;;2014 314L MMSI 2091000;;;
2187.500;;Nicosia;kyp;;2091000;CYP;;b;5.000;;;;33e17/35n03;;;;;;
2700.000;;Nicosia;kyp;;5BA Cyprus Radio;CYP;;u;;;;;33e17/35n03;;;5BA;;;
4207.500;;Cyprus Radio;;;Cyprus Radio;CYP;;2;5.000;;;;33e17/35n04;;;2014 65L MMSI 2091000;;;
4207.500;;Nicosia;kyp;;2091000;CYP;;b;5.000;;;;33e17/35n03;;;;;;
6150.000;c;Yeni Iskele;kib;;;CYP;;;7.500;;;;33e55/35n18;;;ex Bayrak International;;;
6312.000;;Cyprus Radio;;;Cyprus Radio;CYP;;2;;;;;33e17/35n01;;;2013 1L MMSI 2091000;;;
